dateTime,stress,emotion,,,,
08/13/2021 11:56:15Z,6,Calm,,,,
08/13/2021 11:56:15Z,10,Calm,,,,
08/13/2021 11:56:15Z,3,Excited,,,,
08/13/2021 11:56:15Z,9,Worried,,,,
08/13/2021 11:56:23Z,8,Happy,,,,
08/13/2021 11:56:23Z,8,Angry,,,,
08/13/2021 11:56:23Z,9,Angry,,,,
08/13/2021 11:56:23Z,10,Sad,,,,
08/13/2021 11:56:23Z,6,Excited,,,,
08/13/2021 11:56:23Z,10,Excited,,,,
08/13/2021 11:56:23Z,7,Sad,,,,
08/13/2021 11:56:23Z,3,Angry,,,,
08/13/2021 11:56:23Z,10,Angry,,,,
08/13/2021 11:56:23Z,10,Happy,,,,
08/13/2021 11:56:23Z,7,Angry,,,,
08/13/2021 11:56:23Z,7,Angry,,,,
08/13/2021 11:56:30Z,2,Angry,,,,
08/13/2021 11:56:30Z,7,Happy,,,,
08/13/2021 11:56:30Z,10,Worried,,,,
08/13/2021 11:56:30Z,10,Worried,,,,
08/13/2021 11:56:30Z,1,Calm,,,,
08/13/2021 11:56:30Z,2,Calm,,,,
08/13/2021 11:56:30Z,1,Sad,,,,
08/13/2021 11:56:30Z,6,Sad,,,,
08/13/2021 11:56:30Z,6,Calm,,,,
08/13/2021 11:56:30Z,4,Calm,,,,
08/13/2021 11:56:30Z,10,Happy,,,,
08/13/2021 11:56:30Z,7,Worried,,,,
08/13/2021 11:56:38Z,2,Calm,,,,
08/13/2021 11:56:39Z,8,Calm,,,,
08/13/2021 11:56:39Z,6,Angry,,,,
08/13/2021 11:56:39Z,5,Excited,,,,
08/13/2021 11:56:39Z,1,Sad,,,,
08/13/2021 11:56:39Z,2,Calm,,,,
08/13/2021 11:56:39Z,5,Angry,,,,
08/13/2021 11:56:39Z,2,Worried,,,,
08/13/2021 11:56:39Z,2,Angry,,,,
08/13/2021 11:56:39Z,9,Sad,,,,
08/13/2021 11:56:39Z,9,Excited,,,,
08/13/2021 11:56:39Z,3,Worried,,,,
08/13/2021 11:58:37Z,6,Excited,,,,
08/13/2021 11:58:37Z,6,Happy,,,,
08/13/2021 11:58:37Z,1,Calm,,,,
08/13/2021 11:58:37Z,9,Calm,,,,
08/13/2021 11:58:37Z,3,Sad,,,,
08/13/2021 11:58:37Z,7,Worried,,,,
08/13/2021 11:58:37Z,4,Angry,,,,
08/13/2021 11:58:37Z,1,Worried,,,,
08/13/2021 11:58:37Z,1,Sad,,,,
08/13/2021 11:58:37Z,10,Excited,,,,
08/13/2021 11:58:37Z,5,Happy,,,,
08/13/2021 11:58:37Z,10,Worried,,,,
08/13/2021 11:58:46Z,2,Calm,,,,
08/13/2021 11:58:46Z,7,Happy,,,,
08/13/2021 11:58:46Z,2,Happy,,,,
08/13/2021 11:58:46Z,4,Sad,,,,
08/13/2021 11:58:46Z,6,Excited,,,,
08/13/2021 11:58:47Z,2,Excited,,,,
08/13/2021 11:58:47Z,5,Calm,,,,
08/13/2021 11:58:47Z,4,Excited,,,,
08/13/2021 11:58:47Z,5,Excited,,,,
08/13/2021 11:58:47Z,5,Sad,,,,
08/13/2021 11:58:47Z,10,Sad,,,,
08/13/2021 11:58:47Z,8,Angry,,,,
08/13/2021 11:58:54Z,9,Excited,,,,
08/13/2021 11:58:54Z,7,Worried,,,,
08/13/2021 11:58:54Z,9,Worried,,,,
08/13/2021 11:58:54Z,2,Angry,,,,
08/13/2021 11:58:54Z,3,Happy,,,,
08/13/2021 11:58:54Z,5,Calm,,,,
08/13/2021 11:58:54Z,8,Happy,,,,
08/13/2021 11:58:54Z,5,Sad,,,,
08/13/2021 11:58:54Z,8,Excited,,,,
08/13/2021 11:58:54Z,6,Sad,,,,
08/13/2021 11:58:54Z,2,Angry,,,,
08/13/2021 11:58:54Z,9,Excited,,,,
08/13/2021 12:00:48Z,10,Sad,,,,
08/13/2021 12:00:48Z,6,Worried,,,,
08/13/2021 12:00:48Z,1,Worried,,,,
08/13/2021 12:00:48Z,3,Sad,,,,
08/13/2021 12:00:48Z,7,Sad,,,,
08/13/2021 12:00:49Z,10,Excited,,,,
08/13/2021 12:00:49Z,2,Angry,,,,
08/13/2021 12:00:49Z,8,Angry,,,,
08/13/2021 12:00:49Z,10,Sad,,,,
08/13/2021 12:00:49Z,1,Excited,,,,
08/13/2021 12:00:49Z,6,Angry,,,,
08/13/2021 12:00:49Z,2,Sad,,,,
08/13/2021 12:00:58Z,4,Sad,,,,
08/13/2021 12:00:58Z,6,Happy,,,,
08/13/2021 12:00:58Z,8,Sad,,,,
08/13/2021 12:00:58Z,6,Excited,,,,
08/13/2021 12:00:58Z,8,Excited,,,,
08/13/2021 12:00:58Z,5,Happy,,,,
08/13/2021 12:00:58Z,9,Angry,,,,
08/13/2021 12:00:58Z,8,Worried,,,,
08/13/2021 12:00:58Z,10,Excited,,,,
08/13/2021 12:00:58Z,2,Happy,,,,
08/13/2021 12:00:58Z,3,Excited,,,,
08/13/2021 12:00:58Z,8,Excited,,,,
08/13/2021 12:01:06Z,3,Happy,,,,
08/13/2021 12:01:06Z,1,Calm,,,,
08/13/2021 12:01:07Z,4,Sad,,,,
08/13/2021 12:01:07Z,9,Excited,,,,
08/13/2021 12:01:07Z,7,Angry,,,,
08/13/2021 12:01:07Z,7,Sad,,,,
08/13/2021 12:01:07Z,3,Happy,,,,
08/13/2021 12:01:07Z,5,Calm,,,,
08/13/2021 12:01:07Z,10,Excited,,,,
08/13/2021 12:01:07Z,9,Worried,,,,
08/13/2021 12:01:07Z,2,Worried,,,,
08/13/2021 12:01:07Z,9,Excited,,,,
08/13/2021 12:01:14Z,9,Excited,,,,
08/13/2021 12:01:14Z,8,Worried,,,,
08/13/2021 12:01:14Z,6,Happy,,,,
08/13/2021 12:01:14Z,8,Excited,,,,
08/13/2021 12:01:14Z,2,Angry,,,,
08/13/2021 12:01:14Z,3,Angry,,,,
08/13/2021 12:01:14Z,8,Angry,,,,
08/13/2021 12:01:14Z,7,Worried,,,,
08/13/2021 12:01:14Z,8,Sad,,,,
08/13/2021 12:01:14Z,2,Calm,,,,
08/13/2021 12:01:15Z,7,Happy,,,,
08/13/2021 12:01:15Z,4,Angry,,,,
08/13/2021 12:07:22Z,2,Sad,,,,
08/13/2021 12:07:31Z,4,Happy,,,,
08/13/2021 12:07:42Z,6,Sad,,,,
08/13/2021 12:07:50Z,4,Worried,,,,
08/13/2021 12:08:01Z,1,Sad,,,,
08/13/2021 12:08:09Z,1,Calm,,,,
08/13/2021 12:08:20Z,6,Calm,,,,
08/13/2021 12:08:30Z,3,Worried,,,,
08/13/2021 12:08:43Z,5,Happy,,,,
08/13/2021 12:08:51Z,7,Calm,,,,
08/13/2021 12:09:00Z,7,Excited,,,,
08/13/2021 12:09:27Z,6,Worried,,,,
08/13/2021 12:09:38Z,4,Calm,,,,
08/13/2021 12:09:48Z,8,Calm,,,,
08/13/2021 12:09:57Z,8,Worried,,,,
08/13/2021 12:10:14Z,1,Worried,,,,
08/13/2021 12:10:26Z,7,Calm,,,,
08/13/2021 12:10:33Z,7,Happy,,,,
08/13/2021 12:10:41Z,10,Calm,,,,
08/13/2021 12:10:51Z,2,Excited,,,,
08/13/2021 12:11:00Z,10,Angry,,,,
08/13/2021 12:11:08Z,5,Sad,,,,
08/13/2021 12:11:16Z,8,Calm,,,,
08/13/2021 12:11:59Z,2,Happy,,,,
08/13/2021 12:12:07Z,5,Sad,,,,
08/13/2021 12:12:17Z,6,Calm,,,,
08/13/2021 12:12:24Z,1,Happy,,,,
08/13/2021 12:12:34Z,6,Worried,,,,
08/13/2021 12:12:44Z,8,Angry,,,,
08/13/2021 12:12:53Z,8,Happy,,,,
08/13/2021 12:13:02Z,10,Sad,,,,
08/13/2021 12:13:10Z,3,Excited,,,,
08/13/2021 12:13:18Z,7,Happy,,,,
08/13/2021 12:13:26Z,4,Worried,,,,
08/13/2021 12:13:54Z,6,Calm,,,,
08/13/2021 12:14:01Z,3,Excited,,,,
08/13/2021 12:14:09Z,2,Sad,,,,
08/13/2021 12:14:16Z,10,Sad,,,,
08/13/2021 12:14:24Z,10,Happy,,,,
08/13/2021 12:14:34Z,2,Angry,,,,
08/13/2021 12:14:44Z,4,Angry,,,,
08/13/2021 12:14:50Z,2,Worried,,,,
08/13/2021 12:15:01Z,3,Happy,,,,
08/13/2021 12:15:10Z,2,Angry,,,,
08/13/2021 12:15:17Z,6,Excited,,,,
08/13/2021 12:15:26Z,8,Worried,,,,
08/13/2021 12:15:35Z,8,Angry,,,,
08/13/2021 12:16:15Z,9,Sad,,,,
08/13/2021 12:16:26Z,3,Angry,,,,
08/13/2021 12:16:34Z,9,Excited,,,,
08/13/2021 12:16:44Z,7,Excited,,,,
08/13/2021 13:19:08Z,3,Happy,,,,
08/13/2021 13:19:08Z,2,Happy,,,,
08/13/2021 13:19:09Z,3,Excited,,,,
08/13/2021 13:19:09Z,2,Worried,,,,
08/13/2021 13:21:54Z,8,Happy,,,,
08/13/2021 13:21:54Z,7,Excited,,,,
08/13/2021 13:21:54Z,9,Happy,,,,
08/13/2021 13:27:31Z,9,Worried,,,,
08/13/2021 13:27:31Z,7,Calm,,,,
08/13/2021 13:27:31Z,2,Excited,,,,
08/13/2021 13:27:31Z,7,Worried,,,,
08/13/2021 13:27:31Z,3,Worried,,,,
08/13/2021 13:27:31Z,4,Worried,,,,
08/13/2021 13:27:31Z,1,Angry,,,,
08/13/2021 13:27:31Z,7,Angry,,,,
08/13/2021 13:27:31Z,2,Worried,,,,
08/13/2021 13:27:31Z,10,Happy,,,,
08/13/2021 13:27:31Z,6,Sad,,,,
08/13/2021 13:28:38Z,2,Sad,,,,
08/13/2021 13:28:38Z,3,Calm,,,,
08/13/2021 13:28:38Z,9,Worried,,,,
08/13/2021 13:28:38Z,9,Excited,,,,
08/13/2021 13:28:38Z,3,Angry,,,,
08/13/2021 13:28:38Z,4,Sad,,,,
08/13/2021 13:28:38Z,9,Sad,,,,
08/13/2021 13:28:38Z,5,Happy,,,,
08/13/2021 13:28:38Z,8,Angry,,,,
08/13/2021 13:28:38Z,4,Excited,,,,
08/13/2021 13:28:38Z,7,Angry,,,,
08/13/2021 13:29:27Z,5,Sad,,,,
08/13/2021 13:29:27Z,8,Sad,,,,
08/13/2021 13:29:27Z,6,Sad,,,,
08/13/2021 13:29:27Z,3,Worried,,,,
08/13/2021 13:33:52Z,8,Worried,,,,
08/13/2021 13:33:52Z,3,Happy,,,,
08/13/2021 13:33:52Z,1,Calm,,,,
08/13/2021 13:33:52Z,6,Happy,,,,
08/13/2021 13:33:52Z,8,Excited,,,,
08/13/2021 13:33:52Z,5,Sad,,,,
08/13/2021 13:33:52Z,5,Angry,,,,
08/13/2021 13:33:52Z,7,Happy,,,,
08/13/2021 13:33:52Z,2,Calm,,,,
08/13/2021 13:33:52Z,1,Sad,,,,
08/13/2021 13:38:25Z,8,Calm,,,,
08/13/2021 13:38:25Z,9,Worried,,,,
08/13/2021 13:38:25Z,5,Happy,,,,
08/13/2021 13:38:25Z,2,Sad,,,,
08/13/2021 13:38:25Z,7,Sad,,,,
08/13/2021 13:38:25Z,2,Excited,,,,
08/13/2021 13:38:25Z,7,Happy,,,,
08/13/2021 13:38:25Z,9,Sad,,,,
08/13/2021 13:38:25Z,2,Happy,,,,
08/13/2021 13:38:25Z,9,Angry,,,,
08/13/2021 13:38:25Z,2,Excited,,,,
08/13/2021 13:38:25Z,8,Sad,,,,
08/13/2021 13:38:33Z,3,Sad,,,,
08/13/2021 13:38:33Z,7,Angry,,,,
08/13/2021 13:38:33Z,1,Sad,,,,
08/13/2021 13:38:33Z,3,Excited,,,,
08/13/2021 13:38:33Z,7,Sad,,,,
08/13/2021 13:38:47Z,9,Excited,,,,
08/13/2021 13:38:47Z,2,Calm,,,,
08/13/2021 13:38:47Z,2,Calm,,,,
08/13/2021 13:39:28Z,5,Calm,,,,
08/13/2021 13:39:28Z,7,Happy,,,,
08/13/2021 13:39:28Z,4,Worried,,,,
08/13/2021 14:02:15Z,5,Angry,,,,
08/13/2021 14:03:05Z,2,Sad,,,,
08/13/2021 14:03:23Z,9,Angry,,,,
08/13/2021 14:04:06Z,10,Sad,,,,
08/13/2021 14:04:30Z,10,Worried,,,,
08/13/2021 14:05:12Z,4,Sad,,,,
08/13/2021 14:05:12Z,9,Sad,,,,
08/13/2021 14:05:12Z,4,Sad,,,,
08/13/2021 14:06:09Z,5,Worried,,,,
08/13/2021 14:06:21Z,2,Excited,,,,
08/13/2021 14:06:31Z,6,Excited,,,,
08/13/2021 14:06:33Z,4,Happy,,,,
08/13/2021 14:06:42Z,1,Sad,,,,
08/13/2021 14:06:51Z,9,Calm,,,,
08/13/2021 14:06:55Z,1,Angry,,,,
08/13/2021 14:07:03Z,1,Sad,,,,
08/13/2021 14:07:15Z,9,Excited,,,,
08/13/2021 14:07:25Z,1,Excited,,,,
08/13/2021 14:07:39Z,9,Worried,,,,
08/13/2021 14:08:02Z,7,Worried,,,,
08/13/2021 14:08:11Z,7,Sad,,,,
08/13/2021 14:08:36Z,2,Excited,,,,
08/13/2021 14:09:48Z,7,Calm,,,,
08/13/2021 14:12:22Z,8,Calm,,,,
08/13/2021 14:12:22Z,6,Worried,,,,
08/13/2021 14:12:22Z,1,Angry,,,,
08/13/2021 14:12:22Z,7,Angry,,,,
08/13/2021 14:12:22Z,1,Sad,,,,
08/13/2021 14:12:22Z,5,Calm,,,,
08/13/2021 14:12:22Z,8,Sad,,,,
08/13/2021 14:12:23Z,9,Worried,,,,
08/13/2021 14:12:23Z,4,Happy,,,,
08/13/2021 14:12:23Z,2,Calm,,,,
08/13/2021 14:12:23Z,6,Angry,,,,
08/13/2021 14:12:23Z,8,Happy,,,,
08/13/2021 14:12:23Z,10,Calm,,,,
08/13/2021 14:12:23Z,4,Sad,,,,
08/13/2021 14:12:23Z,4,Angry,,,,
08/13/2021 14:12:23Z,6,Sad,,,,
08/13/2021 14:12:23Z,5,Worried,,,,
08/13/2021 14:12:23Z,2,Excited,,,,
08/13/2021 14:12:23Z,1,Worried,,,,
08/13/2021 14:12:23Z,3,Sad,,,,
08/13/2021 14:12:51Z,1,Happy,,,,
08/13/2021 14:12:51Z,3,Happy,,,,
08/13/2021 14:12:51Z,2,Sad,,,,
08/13/2021 14:12:51Z,7,Calm,,,,
08/13/2021 14:12:51Z,6,Happy,,,,
08/13/2021 14:12:51Z,2,Sad,,,,
08/13/2021 14:12:51Z,9,Happy,,,,
08/13/2021 14:12:51Z,1,Calm,,,,
08/13/2021 14:12:51Z,3,Angry,,,,
08/13/2021 14:12:51Z,10,Calm,,,,
08/13/2021 14:12:51Z,4,Angry,,,,
08/13/2021 14:12:52Z,3,Excited,,,,
08/13/2021 14:12:52Z,10,Happy,,,,
08/13/2021 14:12:52Z,2,Happy,,,,
08/13/2021 14:12:52Z,5,Angry,,,,
08/13/2021 14:12:52Z,6,Calm,,,,
08/13/2021 14:12:52Z,5,Calm,,,,
08/13/2021 14:12:52Z,5,Happy,,,,
08/13/2021 14:12:52Z,5,Happy,,,,
08/13/2021 14:12:52Z,9,Sad,,,,
08/13/2021 14:13:47Z,4,Happy,,,,
08/13/2021 14:13:47Z,10,Worried,,,,
08/13/2021 14:13:47Z,9,Calm,,,,
08/13/2021 14:13:47Z,7,Excited,,,,
08/13/2021 14:13:48Z,5,Excited,,,,
08/13/2021 14:13:48Z,4,Sad,,,,
08/13/2021 14:13:48Z,4,Excited,,,,
08/13/2021 14:13:48Z,6,Calm,,,,
08/13/2021 14:13:48Z,2,Happy,,,,
08/13/2021 14:13:48Z,4,Happy,,,,
08/13/2021 14:13:48Z,1,Angry,,,,
08/13/2021 14:13:48Z,10,Excited,,,,
08/13/2021 14:13:48Z,8,Worried,,,,
08/13/2021 14:13:48Z,6,Worried,,,,
08/13/2021 14:13:48Z,4,Sad,,,,
08/13/2021 14:13:48Z,6,Sad,,,,
08/13/2021 14:13:48Z,9,Calm,,,,
08/13/2021 14:13:48Z,5,Calm,,,,
08/13/2021 14:13:48Z,5,Happy,,,,
08/13/2021 14:13:48Z,1,Worried,,,,
08/13/2021 14:14:03Z,8,Angry,,,,
08/13/2021 14:14:03Z,6,Worried,,,,
08/13/2021 14:14:03Z,5,Worried,,,,
08/13/2021 14:14:03Z,5,Angry,,,,
08/13/2021 14:14:03Z,10,Sad,,,,
08/13/2021 14:14:03Z,7,Angry,,,,
08/13/2021 14:14:04Z,10,Sad,,,,
08/13/2021 14:14:04Z,10,Happy,,,,
08/13/2021 14:14:04Z,4,Worried,,,,
08/13/2021 14:14:04Z,7,Calm,,,,
08/13/2021 14:14:04Z,3,Angry,,,,
08/13/2021 14:14:04Z,1,Worried,,,,
08/13/2021 14:14:04Z,3,Excited,,,,
08/13/2021 14:14:04Z,8,Worried,,,,
08/13/2021 14:14:04Z,6,Sad,,,,
08/13/2021 14:14:04Z,3,Excited,,,,
08/13/2021 14:14:04Z,7,Excited,,,,
08/13/2021 14:14:04Z,3,Excited,,,,
08/13/2021 14:14:04Z,1,Angry,,,,
08/13/2021 14:14:04Z,3,Angry,,,,
08/13/2021 14:14:26Z,9,Excited,,,,
08/13/2021 14:14:26Z,2,Calm,,,,
08/13/2021 14:14:26Z,2,Calm,,,,
08/13/2021 14:14:26Z,2,Sad,,,,
08/13/2021 14:14:26Z,9,Happy,,,,
08/13/2021 14:14:26Z,4,Happy,,,,
08/13/2021 14:14:26Z,8,Angry,,,,
08/13/2021 14:14:26Z,7,Excited,,,,
08/13/2021 14:14:26Z,7,Angry,,,,
08/13/2021 14:14:27Z,6,Excited,,,,
08/13/2021 14:14:27Z,8,Happy,,,,
08/13/2021 14:14:27Z,4,Angry,,,,
08/13/2021 14:14:27Z,5,Angry,,,,
08/13/2021 14:14:27Z,10,Worried,,,,
08/13/2021 14:14:27Z,1,Excited,,,,
08/13/2021 14:14:27Z,3,Excited,,,,
08/13/2021 14:14:27Z,8,Sad,,,,
08/13/2021 14:14:27Z,6,Angry,,,,
08/13/2021 14:14:27Z,5,Excited,,,,
08/13/2021 14:14:27Z,6,Sad,,,,
08/13/2021 14:16:57Z,4,Worried,,,,
08/13/2021 14:16:57Z,1,Worried,,,,
08/13/2021 14:16:57Z,9,Angry,,,,
08/13/2021 14:16:57Z,2,Angry,,,,
08/13/2021 14:16:58Z,6,Angry,,,,
08/13/2021 14:16:58Z,8,Calm,,,,
08/13/2021 14:16:58Z,9,Angry,,,,
08/13/2021 14:16:58Z,10,Calm,,,,
08/13/2021 14:16:58Z,8,Calm,,,,
08/13/2021 14:16:58Z,7,Happy,,,,
08/13/2021 14:16:58Z,6,Worried,,,,
08/13/2021 14:16:58Z,4,Calm,,,,
08/13/2021 14:16:58Z,7,Calm,,,,
08/13/2021 14:17:56Z,1,Angry,,,,
08/13/2021 14:17:56Z,6,Excited,,,,
08/13/2021 14:17:56Z,10,Calm,,,,
08/13/2021 14:17:56Z,7,Worried,,,,
08/13/2021 14:17:56Z,7,Sad,,,,
08/13/2021 14:17:56Z,1,Calm,,,,
08/13/2021 14:17:56Z,9,Worried,,,,
08/13/2021 14:17:56Z,9,Angry,,,,
08/13/2021 14:17:56Z,1,Sad,,,,
08/13/2021 14:17:56Z,5,Excited,,,,
08/13/2021 14:17:56Z,4,Sad,,,,
08/13/2021 14:17:56Z,8,Angry,,,,
08/13/2021 14:17:56Z,6,Worried,,,,
08/13/2021 14:19:26Z,2,Angry,,,,
08/13/2021 14:19:29Z,4,Excited,,,,
08/13/2021 14:19:30Z,3,Angry,,,,
08/13/2021 14:19:30Z,1,Worried,,,,
08/13/2021 14:22:46Z,9,Excited,,,,
08/13/2021 14:22:46Z,8,Calm,,,,
08/13/2021 14:22:46Z,2,Sad,,,,
08/13/2021 14:23:57Z,9,Sad,,,,
08/13/2021 14:23:57Z,10,Angry,,,,
08/13/2021 14:23:57Z,7,Happy,,,,
08/13/2021 14:23:57Z,6,Happy,,,,
08/13/2021 14:23:57Z,3,Worried,,,,
08/13/2021 14:23:57Z,10,Happy,,,,
08/13/2021 14:23:57Z,3,Excited,,,,
08/13/2021 14:23:57Z,10,Worried,,,,
08/13/2021 14:23:57Z,3,Sad,,,,
08/13/2021 14:23:57Z,8,Calm,,,,
08/13/2021 14:42:30Z,1,Happy,,,,
08/13/2021 14:42:30Z,10,Sad,,,,
08/13/2021 14:42:30Z,1,Angry,,,,
08/13/2021 14:42:30Z,8,Calm,,,,
08/13/2021 14:42:30Z,3,Happy,,,,
08/13/2021 14:42:30Z,10,Excited,,,,
08/13/2021 14:42:30Z,2,Calm,,,,
08/13/2021 14:42:30Z,5,Worried,,,,
08/13/2021 14:42:31Z,2,Angry,,,,
08/13/2021 14:42:31Z,5,Excited,,,,
08/13/2021 14:42:31Z,2,Angry,,,,
08/13/2021 14:42:31Z,3,Excited,,,,
08/13/2021 15:05:36Z,6,Worried,,,,
08/13/2021 15:10:44Z,4,Calm,,,,
08/13/2021 15:10:44Z,1,Calm,,,,
08/13/2021 15:10:44Z,2,Calm,,,,
08/13/2021 15:10:44Z,6,Sad,,,,
08/13/2021 15:10:44Z,3,Happy,,,,
08/13/2021 15:10:44Z,8,Happy,,,,
08/13/2021 15:10:44Z,8,Worried,,,,
08/13/2021 15:10:44Z,7,Angry,,,,
08/13/2021 15:10:44Z,8,Worried,,,,
08/13/2021 15:10:44Z,4,Angry,,,,
08/13/2021 15:10:44Z,8,Angry,,,,
08/13/2021 15:10:44Z,5,Calm,,,,
08/13/2021 15:10:44Z,10,Happy,,,,
08/13/2021 15:10:44Z,10,Angry,,,,
08/13/2021 15:11:26Z,4,Worried,,,,
08/13/2021 15:11:26Z,9,Calm,,,,
08/13/2021 15:11:26Z,7,Angry,,,,
08/13/2021 15:11:26Z,3,Sad,,,,
08/13/2021 15:11:26Z,7,Excited,,,,
08/13/2021 15:11:26Z,8,Angry,,,,
08/13/2021 15:11:26Z,5,Sad,,,,
08/13/2021 15:11:27Z,1,Sad,,,,
08/13/2021 15:11:27Z,9,Excited,,,,
08/13/2021 15:11:27Z,3,Calm,,,,
08/13/2021 15:11:27Z,1,Angry,,,,
08/13/2021 15:11:27Z,4,Happy,,,,
08/13/2021 15:11:27Z,6,Calm,,,,
08/13/2021 15:11:27Z,8,Excited,,,,
08/13/2021 15:14:46Z,8,Angry,,,,
08/13/2021 15:14:46Z,7,Calm,,,,
08/13/2021 15:14:46Z,7,Worried,,,,
08/13/2021 15:14:46Z,5,Worried,,,,
08/13/2021 15:14:46Z,2,Happy,,,,
08/13/2021 15:14:46Z,5,Worried,,,,
08/13/2021 15:14:46Z,1,Worried,,,,
08/13/2021 15:14:46Z,1,Worried,,,,
08/13/2021 15:14:46Z,8,Calm,,,,
08/13/2021 15:14:46Z,7,Sad,,,,
08/13/2021 15:14:46Z,2,Sad,,,,
08/13/2021 15:14:46Z,6,Calm,,,,
08/13/2021 15:14:46Z,8,Angry,,,,
08/13/2021 15:20:04Z,10,Happy,,,,
08/13/2021 15:20:04Z,1,Worried,,,,
08/13/2021 15:20:04Z,9,Excited,,,,
08/13/2021 15:20:04Z,6,Excited,,,,
08/13/2021 15:20:04Z,9,Excited,,,,
08/13/2021 15:20:04Z,4,Calm,,,,
08/13/2021 15:20:04Z,7,Excited,,,,
08/13/2021 15:20:04Z,9,Worried,,,,
08/13/2021 15:20:04Z,3,Calm,,,,
08/13/2021 15:20:04Z,3,Angry,,,,
08/13/2021 15:20:04Z,10,Angry,,,,
08/13/2021 15:20:04Z,1,Angry,,,,
08/13/2021 15:20:04Z,1,Happy,,,,
08/13/2021 15:20:04Z,3,Happy,,,,
08/13/2021 15:20:42Z,9,Happy,,,,
08/13/2021 15:21:18Z,3,Worried,,,,
08/13/2021 15:21:18Z,8,Worried,,,,
08/13/2021 15:21:18Z,5,Angry,,,,
08/13/2021 15:21:18Z,3,Worried,,,,
08/13/2021 15:21:18Z,5,Sad,,,,
08/13/2021 15:21:18Z,4,Excited,,,,
08/13/2021 15:21:18Z,6,Angry,,,,
08/13/2021 15:21:18Z,2,Sad,,,,
08/13/2021 15:21:18Z,1,Excited,,,,
08/13/2021 15:21:18Z,9,Worried,,,,
08/13/2021 15:21:18Z,4,Angry,,,,
08/13/2021 15:21:18Z,8,Worried,,,,
08/13/2021 15:21:26Z,8,Sad,,,,
08/13/2021 15:21:26Z,3,Happy,,,,
08/13/2021 15:21:26Z,5,Sad,,,,
08/13/2021 15:21:26Z,10,Sad,,,,
08/13/2021 15:21:26Z,10,Worried,,,,
08/13/2021 15:21:26Z,10,Worried,,,,
08/13/2021 15:21:26Z,8,Sad,,,,
08/13/2021 15:21:26Z,4,Sad,,,,
08/13/2021 15:21:26Z,6,Angry,,,,
08/13/2021 15:21:26Z,7,Happy,,,,
08/13/2021 15:21:26Z,10,Angry,,,,
08/13/2021 15:21:26Z,8,Sad,,,,
08/13/2021 15:21:33Z,6,Angry,,,,
08/13/2021 15:21:33Z,4,Happy,,,,
08/13/2021 15:21:33Z,7,Calm,,,,
08/13/2021 15:21:33Z,2,Angry,,,,
08/13/2021 15:21:33Z,3,Excited,,,,
08/13/2021 15:21:33Z,10,Excited,,,,
08/13/2021 15:21:33Z,6,Happy,,,,
08/13/2021 15:21:33Z,7,Happy,,,,
08/13/2021 15:21:33Z,2,Angry,,,,
08/13/2021 15:21:33Z,8,Angry,,,,
08/13/2021 15:21:33Z,8,Excited,,,,
08/13/2021 15:21:33Z,2,Happy,,,,
08/13/2021 15:21:50Z,8,Calm,,,,
08/13/2021 15:21:50Z,8,Excited,,,,
08/13/2021 15:21:50Z,2,Angry,,,,
08/13/2021 15:21:50Z,4,Excited,,,,
08/13/2021 15:21:50Z,1,Excited,,,,
08/13/2021 15:21:50Z,7,Excited,,,,
08/13/2021 15:21:50Z,9,Excited,,,,
08/13/2021 15:21:50Z,3,Sad,,,,
08/13/2021 15:21:50Z,6,Angry,,,,
08/13/2021 15:21:50Z,2,Excited,,,,
08/13/2021 15:21:50Z,3,Worried,,,,
08/13/2021 15:21:51Z,3,Calm,,,,
08/13/2021 15:22:34Z,9,Calm,,,,
08/13/2021 15:22:49Z,8,Worried,,,,
08/13/2021 15:29:08Z,10,Worried,,,,
08/13/2021 15:34:13Z,3,Calm,,,,
08/13/2021 15:34:30Z,1,Angry,,,,
08/13/2021 15:37:52Z,3,Calm,,,,
08/13/2021 15:39:26Z,5,Sad,,,,
08/13/2021 15:55:28Z,3,Angry,,,,
08/13/2021 15:55:28Z,8,Calm,,,,
08/13/2021 16:01:23Z,5,Happy,,,,
08/13/2021 16:01:23Z,3,Angry,,,,
08/13/2021 16:01:23Z,6,Happy,,,,
08/13/2021 16:01:23Z,10,Excited,,,,
08/13/2021 16:01:23Z,7,Calm,,,,
08/13/2021 16:01:23Z,3,Happy,,,,
08/13/2021 16:01:23Z,10,Angry,,,,
08/13/2021 16:01:23Z,7,Angry,,,,
08/13/2021 16:01:23Z,1,Calm,,,,
08/13/2021 16:01:23Z,3,Happy,,,,
08/13/2021 16:10:08Z,10,Worried,,,,
08/13/2021 16:23:42Z,5,Worried,,,,
08/13/2021 16:26:06Z,5,Happy,,,,
08/13/2021 16:26:07Z,7,Happy,,,,
08/13/2021 16:26:07Z,3,Sad,,,,
08/13/2021 16:26:07Z,2,Sad,,,,
08/13/2021 16:26:07Z,6,Sad,,,,
08/13/2021 16:26:07Z,1,Angry,,,,
08/13/2021 16:26:07Z,7,Happy,,,,
08/13/2021 16:26:07Z,1,Angry,,,,
08/13/2021 16:26:07Z,7,Happy,,,,
08/13/2021 16:26:07Z,3,Sad,,,,
08/13/2021 16:26:07Z,7,Worried,,,,
08/13/2021 16:26:07Z,4,Calm,,,,
08/13/2021 16:26:07Z,3,Worried,,,,
08/13/2021 16:29:16Z,7,Sad,,,,
