NewID,Date,Check-In Completed,Check-In Attitude,Notes,Check-In Behavior,Notes,Check-In Plan,Notes,Check-In Feeling,Notes,Check-In Stress,Notes,Check-Out Completed,Check-Out Attitude,Notes,Check-Out Behavior,Notes,Check-Out Plan,Notes,Check-Out Feeling,Notes,Check-Out Stress,Notes
62638,9/4/24,9/4/2024 11:59:53AZ,,,,,,,Excited,,6,,,,,,,,,,,,
62638,9/5/24,9/5/2024 11:58:08AZ,,,,,,,Excited,,3,,,,,,,,,,,,
62638,9/6/24,9/6/2024 12:02:53PZ,,,,,,,Excited,,3,,,,,,,,,,,,
62638,9/9/24,9/9/2024 12:15:48PZ,,,,,,,Excited,,6,,,,,,,,,,,,
62638,9/10/24,9/10/2024 12:06:10PZ,,,,,,,Excited,,6,,,,,,,,,,,,
62638,9/11/24,9/11/2024 12:17:06PZ,,,,,,,Excited,,6,,9/11/2024 5:09:48PZ,,,,,,,Excited,,6,
62638,9/12/24,9/12/2024 12:05:42PZ,,,,,,,Excited,,3,,,,,,,,,,,,
62638,9/13/24,9/13/2024 12:22:45PZ,,,,,,,Excited,,6,,,,,,,,,,,,
62638,9/16/24,9/16/2024 12:10:54PZ,,,,,,,Excited,,6,,9/16/2024 5:06:33PZ,,,,,,,Sad,,10,
62638,9/17/24,9/17/2024 12:18:25PZ,,,,,,,Excited,,3,,9/17/2024 5:13:23PZ,,,,,,,Excited,,6,
62638,9/18/24,9/18/2024 12:10:50PZ,,,,,,,Excited,,10,,9/18/2024 6:38:27PZ,,,,,,,Excited,,6,
62638,9/19/24,9/19/2024 12:22:36PZ,,,,,,,Excited,,6,,,,,,,,,,,,
62638,9/20/24,9/20/2024 12:16:04PZ,,,,,,,Excited,,7,,9/20/2024 6:40:51PZ,,,,,,,Excited,,3,
62638,9/23/24,9/23/2024 12:09:38PZ,,,,,,,Calm,,6,,9/23/2024 5:16:51PZ,,,,,,,Angry,,10,
62638,9/24/24,9/24/2024 11:59:46AZ,,,,,,,Excited,,3,,,,,,,,,,,,
62638,9/26/24,9/26/2024 12:08:37PZ,,,,,,,Excited,,3,,9/26/2024 5:03:19PZ,,,,,,,Excited,,6,
62638,9/30/24,9/30/2024 12:21:37PZ,,,,,,,Excited,,6,,9/30/2024 5:11:00PZ,,,,,,,Excited,,7,
62638,10/2/24,10/2/2024 12:11:56PZ,,,,,,,Excited,,3,,,,,,,,,,,,
62638,10/4/24,10/4/2024 12:57:58PZ,,,,,,,Excited,,3,,,,,,,,,,,,
62638,10/7/24,10/7/2024 12:07:31PZ,,,,,,,Excited,,0,,,,,,,,,,,,
62638,10/8/24,10/8/2024 12:28:15PZ,,,,,,,Excited,,3,,,,,,,,,,,,
62638,10/11/24,10/11/2024 12:30:35PZ,,,,,,,Excited,,0,,,,,,,,,,,,
62638,10/21/24,10/21/2024 11:55:03AZ,,,,,,,Sad,,10,,10/21/2024 6:29:31PZ,,,,,,,Excited,,10,
62638,10/22/24,10/22/2024 12:07:00PZ,,,,,,,Excited,,0,,,,,,,,,,,,
62638,10/23/24,10/23/2024 12:21:43PZ,,,,,,,Excited,,0,,10/23/2024 6:18:48PZ,,,,,,,Excited,,0,
62638,10/24/24,10/24/2024 12:24:59PZ,,,,,,,Excited,,0,,,,,,,,,,,,
62638,10/25/24,10/25/2024 6:26:32PZ,,,,,,,Excited,,10,,10/25/2024 6:30:52PZ,,,,,,,Excited,,0,
62638,10/28/24,10/28/2024 12:20:12PZ,,,,,,,Excited,,0,,,,,,,,,,,,
62638,10/29/24,10/29/2024 12:13:57PZ,,,,,,,Excited,,0,,10/29/2024 6:25:34PZ,,,,,,,Excited,,0,
62638,10/30/24,10/30/2024 12:28:24PZ,,,,,,,Excited,,0,,10/30/2024 6:32:38PZ,,,,,,,Excited,,2,
62638,10/31/24,10/31/2024 12:20:51PZ,,,,,,,Excited,,0,,,,,,,,,,,,
62638,11/1/24,11/1/2024 12:44:48PZ,,,,,,,Excited,,0,,,,,,,,,,,,
46931,8/27/24,8/27/2024 12:19:41PZ,,,,,,,Happy,,0,,,,,,,,,,,,
46931,9/6/24,9/6/2024 12:12:19PZ,,,,,,,Happy,,0,,,,,,,,,,,,
46931,9/11/24,9/11/2024 12:04:37PZ,,,,,,,Happy,,0,,,,,,,,,,,,
46931,9/13/24,9/13/2024 12:00:32PZ,,,,,,,Calm,,0,,,,,,,,,,,,
46931,9/16/24,9/16/2024 12:11:24PZ,,,,,,,Happy,,0,,,,,,,,,,,,
46931,9/18/24,9/18/2024 12:07:13PZ,,,,,,,Happy,,0,,9/18/2024 7:19:02PZ,,,,,,,Calm,,0,
46931,9/20/24,9/20/2024 12:02:37PZ,,,,,,,Calm,,0,,,,,,,,,,,,
46931,9/23/24,9/23/2024 12:08:36PZ,,,,,,,Happy,,0,,,,,,,,,,,,
46931,9/24/24,9/24/2024 12:44:38PZ,,,,,,,Calm,,0,,9/24/2024 6:26:46PZ,,,,,,,Excited,,0,
46931,9/25/24,9/25/2024 12:17:20PZ,,,,,,,Calm,,0,,,,,,,,,,,,
46931,9/27/24,9/27/2024 2:36:29PZ,,,,,,,Happy,,0,,,,,,,,,,,,
46931,9/30/24,9/30/2024 3:00:15PZ,,,,,,,Worried,,4,,9/30/2024 7:17:40PZ,,,,,,,Excited,,0,
46931,10/2/24,10/2/2024 2:33:23PZ,,,,,,,Calm,,0,,10/2/2024 5:18:15PZ,,,,,,,Excited,,0,
46931,10/4/24,10/4/2024 4:12:04PZ,,,,,,,Calm,,0,,10/4/2024 7:26:08PZ,,,,,,,Worried,,4,
46931,10/11/24,10/11/2024 3:16:50PZ,,,,,,,Calm,,0,,,,,,,,,,,,
46931,10/25/24,10/25/2024 4:32:05PZ,,,,,,,Excited,,1,,10/25/2024 6:16:58PZ,,,,,,,Excited,,0,
46931,10/28/24,10/28/2024 4:43:39PZ,,,,,,,Excited,,0,,10/28/2024 7:21:34PZ,,,,,,,Excited,,0,
46931,10/30/24,10/30/2024 6:16:51PZ,,,,,,,Excited,,0,,10/30/2024 6:22:07PZ,,,,,,,Excited,,0,
46931,10/31/24,10/31/2024 4:06:59PZ,,,,,,,Calm,,0,,10/31/2024 6:28:00PZ,,,,,,,Excited,,0,
38838,9/20/24,9/20/2024 12:36:02PZ,,,,,,,Calm,,3,,,,,,,,,,,,
41588,8/18/24,8/20/2024 12:39:41PZ,,,,,,,Calm,,4,,,,,,,,,,,,
41588,8/21/24,8/21/2024 12:11:23PZ,,,,,,,Calm,,3,,,,,,,,,,,,
41588,8/22/24,8/22/2024 11:58:15AZ,,,,,,,Calm,,0,,,,,,,,,,,,
41588,8/23/24,8/23/2024 12:25:21PZ,,,,,,,Calm,,0,,,,,,,,,,,,
41588,8/26/24,8/26/2024 6:08:02PZ,,,,,,,Calm,,5,,,,,,,,,,,,
41588,8/27/24,8/27/2024 12:00:08PZ,,,,,,,Calm,,5,,8/27/2024 5:26:21PZ,,,,,,,Sad,,10,
41588,8/28/24,8/28/2024 12:18:53PZ,,,,,,,Calm,,10,,,,,,,,,,,,
41588,8/29/24,8/29/2024 12:15:58PZ,,,,,,,Calm,,10,,,,,,,,,,,,
41588,8/30/24,8/30/2024 12:05:38PZ,,,,,,,Sad,,10,,,,,,,,,,,,
41588,9/5/24,9/5/2024 12:07:58PZ,,,,,,,Calm,,10,,,,,,,,,,,,
41588,9/6/24,9/6/2024 12:03:58PZ,,,,,,,Calm,,10,,,,,,,,,,,,
41588,9/9/24,9/9/2024 12:16:15PZ,,,,,,,Angry,,10,,,,,,,,,,,,
41588,9/11/24,9/11/2024 12:17:54PZ,,,,,,,Sad,,10,,9/11/2024 5:10:17PZ,,,,,,,Angry,,10,
41588,9/13/24,9/13/2024 12:26:36PZ,,,,,,,Sad,,10,,,,,,,,,,,,
41588,9/16/24,9/16/2024 12:11:17PZ,,,,,,,Sad,,10,,9/16/2024 5:06:52PZ,,,,,,,Sad,,10,
41588,9/17/24,9/17/2024 12:21:48PZ,,,,,,,Calm,,10,,9/17/2024 5:13:44PZ,,,,,,,Sad,,10,
41588,9/18/24,9/18/2024 12:11:05PZ,,,,,,,Angry,,10,,,,,,,,,,,,
41588,9/20/24,9/20/2024 12:16:29PZ,,,,,,,Sad,,10,,,,,,,,,,,,
41588,9/23/24,9/23/2024 12:09:56PZ,,,,,,,Calm,,10,,9/23/2024 5:17:00PZ,,,,,,,Sad,,10,
41588,9/24/24,9/24/2024 12:00:38PZ,,,,,,,Calm,,10,,9/24/2024 5:10:02PZ,,,,,,,Sad,,10,
41588,9/25/24,9/25/2024 12:23:05PZ,,,,,,,Excited,,0,,9/25/2024 5:13:05PZ,,,,,,,Sad,,10,
41588,9/30/24,9/30/2024 12:22:01PZ,,,,,,,Happy,,3,,9/30/2024 5:11:21PZ,,,,,,,Angry,,10,
41588,10/1/24,10/1/2024 12:12:21PZ,,,,,,,Excited,,0,,10/1/2024 5:06:05PZ,,,,,,,Happy,,0,
41588,10/3/24,10/3/2024 12:13:35PZ,,,,,,,Happy,,0,,,,,,,,,,,,
41588,10/4/24,10/4/2024 12:58:13PZ,,,,,,,Excited,,0,,,,,,,,,,,,
41588,10/7/24,10/7/2024 12:07:49PZ,,,,,,,Excited,,0,,,,,,,,,,,,
41588,10/8/24,10/8/2024 12:28:29PZ,,,,,,,Excited,,0,,,,,,,,,,,,
41588,10/10/24,10/10/2024 12:07:52PZ,,,,,,,Excited,,0,,,,,,,,,,,,
41588,10/11/24,10/11/2024 12:30:49PZ,,,,,,,Excited,,0,,,,,,,,,,,,
41588,10/21/24,10/21/2024 11:55:39AZ,,,,,,,Excited,,0,,,,,,,,,,,,
41588,10/22/24,10/22/2024 11:59:37AZ,,,,,,,Excited,,0,,,,,,,,,,,,
41588,10/23/24,10/23/2024 12:22:19PZ,,,,,,,Excited,,0,,10/23/2024 6:19:04PZ,,,,,,,Excited,,0,
41588,10/25/24,10/25/2024 6:26:45PZ,,,,,,,Excited,,0,,10/25/2024 6:31:05PZ,,,,,,,Happy,,0,
41588,10/28/24,10/28/2024 12:23:33PZ,,,,,,,Excited,,3,,,,,,,,,,,,
41588,10/29/24,10/29/2024 12:14:23PZ,,,,,,,Excited,,3,,10/29/2024 6:25:55PZ,,,,,,,Excited,,3,
41588,10/31/24,10/31/2024 12:21:07PZ,,,,,,,Excited,,0,,,,,,,,,,,,
36414,8/29/24,8/29/2024 12:00:29PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,8/30/24,8/30/2024 12:00:04PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/3/24,9/3/2024 11:49:41AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/4/24,9/4/2024 12:04:20PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Asking for help when needed; Offering to help,,Calm,,3,,,,,,,,,,,,
36414,9/5/24,9/5/2024 11:50:31AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/9/24,9/9/2024 12:01:20PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/10/24,9/10/2024 12:00:54PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,2,,,,,,,,,,,,
36414,9/12/24,9/12/2024 12:01:24PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/13/24,9/13/2024 12:01:18PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/16/24,9/16/2024 11:50:09AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/17/24,9/17/2024 11:58:44AZ,Yes,,Yes,,Being respectful in words and actions; Being resilient; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/18/24,9/18/2024 11:53:49AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Asking for help when needed; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/20/24,9/20/2024 12:02:59PZ,Yes,,Yes,,Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/23/24,9/23/2024 12:07:50PZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/25/24,9/25/2024 11:58:09AZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/26/24,9/26/2024 12:04:07PZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/27/24,9/27/2024 11:54:09AZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,9/30/24,9/30/2024 11:51:28AZ,No,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,10/3/24,10/3/2024 11:56:21AZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,10/4/24,10/4/2024 12:18:08PZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,10/7/24,10/7/2024 12:18:36PZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,10/10/24,10/10/2024 12:14:24PZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,10/11/24,10/11/2024 12:04:54PZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,10/23/24,10/23/2024 11:55:21AZ,Yes,,Yes,,Being accountable,,Calm,,3,,,,,,,,,,,,
36414,10/25/24,10/25/2024 11:50:22AZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,10/30/24,10/30/2024 11:50:53AZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,10/31/24,10/31/2024 11:49:38AZ,Yes,,Yes,,Being respectful in words and actions; Completing my assignments,,Calm,,3,,,,,,,,,,,,
36414,11/1/24,11/1/2024 12:01:08PZ,Yes,,Yes,,Being accountable; Completing my assignments,,Calm,,3,,,,,,,,,,,,
79527,10/10/24,10/10/2024 12:25:03PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,5,,,,,,,,,,,,
79527,10/11/24,10/11/2024 5:17:25PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,4,,,,,,,,,,,,
79527,10/22/24,10/22/2024 12:13:19PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand,,Calm,,3,,,,,,,,,,,,
79527,10/23/24,10/23/2024 12:24:56PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,2,,,,,,,,,,,,
79527,10/24/24,10/24/2024 12:06:39PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,1,,,,,,,,,,,,
79527,10/25/24,10/25/2024 12:02:36PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,3,,,,,,,,,,,,
79527,10/28/24,10/28/2024 12:09:44PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,2,,,,,,,,,,,,
79527,10/29/24,10/29/2024 12:01:16PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,2,,,,,,,,,,,,
79527,10/30/24,10/30/2024 11:59:46AZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,2,,,,,,,,,,,,
79527,10/31/24,10/31/2024 12:24:04PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,2,,,,,,,,,,,,
36923,8/20/24,8/20/2024 12:50:05PZ,,,,,,,Calm,,2,,,,,,,,,,,,
36923,8/22/24,8/22/2024 5:06:15PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Sad,,6,,,,,,,,,,,,
36923,9/10/24,9/10/2024 12:22:42PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,0,,,,,,,,,,,,
36923,9/11/24,9/11/2024 12:34:08PZ,Yes,javascript:void(0),Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,3,,,,,,,,,,,,
36923,9/12/24,9/12/2024 12:23:06PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,5,,,,,,,,,,,,
36923,9/16/24,9/16/2024 12:36:16PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,5,,,,,,,,,,,,
36923,9/17/24,9/17/2024 12:13:59PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,9/17/2024 6:14:21PZ,Yes,,Yes,,Met more than 50% but should continue again tomorrow,,Excited,,4,
36923,9/18/24,9/18/2024 12:14:14PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,3,my ear hurts but i'm good i think it hurts because i slept on it wrong.,,,,,,,,,,,
36923,9/19/24,9/19/2024 12:10:41PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,0,,,,,,,,,,,,
36923,9/20/24,9/20/2024 12:19:13PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,9/20/2024 6:25:25PZ,Yes,,Yes,,Met more than 50% but should continue again tomorrow,,Calm,,0,
36923,9/23/24,9/23/2024 12:03:34PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,4,,9/23/2024 6:21:35PZ,Yes,,Yes,,Met all behaviors,,Calm,,2,
36923,9/24/24,9/24/2024 12:23:18PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,6,,9/24/2024 6:29:14PZ,Yes,,Yes,,Met more than 50% but should continue again tomorrow,,Calm,,0,
36923,9/25/24,9/25/2024 12:23:36PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,I am excited that we are doing the state test on Thursday it sounds like a lot to do but sounds fun to.,0,,9/25/2024 6:15:37PZ,Yes,,Yes,,Met all behaviors,,Happy,,0,
36923,9/26/24,9/26/2024 12:16:30PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,0,,9/26/2024 6:27:44PZ,Yes,,Yes,,Met all behaviors,,Excited,,0,
36923,9/27/24,9/27/2024 12:13:13PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,0,,9/27/2024 5:41:57PZ,Yes,,Yes,,Met all behaviors,,Happy,,6,
36923,9/30/24,9/30/2024 12:18:12PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,4,,9/30/2024 6:18:19PZ,Yes,,Yes,,Met all behaviors,,Calm,,2,
36923,10/1/24,10/1/2024 12:05:50PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,,,,,,,,,,,
36923,10/4/24,10/4/2024 12:21:52PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,1,,10/4/2024 6:14:22PZ,Yes,,Yes,,Met all behaviors,,Happy,,2,
36923,10/7/24,10/7/2024 12:15:20PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Happy,,1,,10/7/2024 6:26:11PZ,Yes,,Yes,,Met more than 50% but should continue again tomorrow,,Happy,,1,
36923,10/8/24,10/8/2024 12:25:27PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Sad,I don't have nobody for twin day,4,,10/8/2024 5:55:41PZ,Yes,,Yes,,Met all behaviors,,Excited,,0,
36923,10/10/24,10/10/2024 12:14:53PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,0,,10/10/2024 6:03:32PZ,Yes,,Yes,,Met all behaviors,,Happy,,0,
36923,10/11/24,10/11/2024 12:25:10PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand,,Excited,,0,,10/11/2024 5:59:14PZ,Yes,,Yes,,Met all behaviors,,Excited,,0,
36923,10/21/24,10/21/2024 12:34:48PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,I can't wait to see what the rest of the day,0,,,,,,,,,,,,
36923,10/23/24,10/23/2024 12:41:08PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,2,,10/23/2024 5:57:45PZ,Yes,,Yes,,Met all behaviors,,Sad,,1,
36923,10/24/24,10/24/2024 12:15:21PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,0,,10/24/2024 6:23:55PZ,Yes,,Yes,,Met all behaviors,,Excited,,0,
36923,10/25/24,10/25/2024 12:21:02PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,0,,,,,,,,,,,,
36923,10/28/24,10/28/2024 12:54:01PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,0,,10/28/2024 6:25:16PZ,Yes,,Yes,,Met all behaviors,,Calm,,0,
36923,10/29/24,10/29/2024 12:11:03PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,0,,10/29/2024 6:24:10PZ,Yes,,Yes,,Met all behaviors,,Excited,,0,
36923,10/30/24,10/30/2024 12:11:17PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Calm,,2,,,,,,,,,,,,
36923,10/31/24,10/31/2024 12:08:02PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Maintaining self-control; Asking for help when needed; Being resilient; Offering to help; Being a good team member; Asking questions when I don't understand; Completing my assignments,,Excited,,0,,,,,,,,,,,,
41179,8/23/24,8/23/2024 12:12:37PZ,Yes,,Yes,,Offering to help,,Happy,,0,,,,,,,,,,,,
41179,8/27/24,8/27/2024 12:22:41PZ,Yes,,Yes,,Being respectful in words and actions; Being a good team member,i love to be nice to people and help people when they need it.,Happy,i feel happy because my mom is going to make my favorite food,1,,,,,,,,,,,,
41179,8/28/24,8/28/2024 12:05:32PZ,Yes,,Yes,,Being respectful in words and actions; Offering to help; Being a good team member; Completing my assignments,,Happy,,2,,,,,,,,,,,,
41179,8/29/24,8/29/2024 12:05:38PZ,Yes,,Yes,,Being accountable; Being respectful in words and actions; Offering to help; Being a good team member,,Happy,,2,,8/29/2024 12:10:25PZ,Yes,,Yes,,Met all behaviors,,Happy,,2,
